split_index,seed,e_marginal_j_per_tflop,e_per_tb_j,p_overhead_w,heldout_workload,gt_tflops,est_tflops,signed_err_pct,abs_err_pct,split_max_abs_err_pct
184,1184,4.7437,2245.82,3.2875,d256_b8_s256_L3,87.3757,92.2823,5.616,5.616,12.443
184,1184,4.7437,2245.82,3.2875,d256_b8_s512_L3,91.8049,97.6893,6.41,6.41,12.443
184,1184,4.7437,2245.82,3.2875,d384_b16_s128_L3_ff3072,124.2386,123.495,-0.599,0.599,12.443
184,1184,4.7437,2245.82,3.2875,d512_b16_s64_L6,145.9215,147.6922,1.213,1.213,12.443
184,1184,4.7437,2245.82,3.2875,d512_b8_s128_L3_ff4096,89.5098,85.9535,-3.973,3.973,12.443
184,1184,4.7437,2245.82,3.2875,d640_b8_s128_L3,109.9243,108.5207,-1.277,1.277,12.443
184,1184,4.7437,2245.82,3.2875,d640_b8_s64_L3,88.0804,77.1206,-12.443,12.443,12.443
185,1185,5.805,5363.3,0.9375,d256_b8_s256_L3,87.3757,90.8904,4.023,4.023,6.721
185,1185,5.805,5363.3,0.9375,d256_b8_s512_L3,91.8049,97.9748,6.721,6.721,6.721
185,1185,5.805,5363.3,0.9375,d384_b8_s128_L6,113.3066,117.1254,3.37,3.37,6.721
185,1185,5.805,5363.3,0.9375,d512_b16_s64_L6,145.9215,147.6512,1.185,1.185,6.721
185,1185,5.805,5363.3,0.9375,d512_b8_s128_L3_h2,82.705,81.0047,-2.056,2.056,6.721
185,1185,5.805,5363.3,0.9375,d640_b8_s128_L3,109.9243,107.8036,-1.929,1.929,6.721
185,1185,5.805,5363.3,0.9375,d768_b8_s64_L3,120.192,113.8587,-5.269,5.269,6.721
186,1186,6.1854,6280.74,0.2125,d256_b8_s512_L3,91.8049,97.6606,6.378,6.378,13.046
186,1186,6.1854,6280.74,0.2125,d384_b16_s128_L3,101.1666,102.0089,0.833,0.833,13.046
186,1186,6.1854,6280.74,0.2125,d384_b16_s128_L3_ff3072,124.2386,124.4717,0.188,0.188,13.046
186,1186,6.1854,6280.74,0.2125,d384_b8_s128_L6,113.3066,118.6528,4.718,4.718,13.046
186,1186,6.1854,6280.74,0.2125,d512_b16_s256_L3,166.2152,144.5304,-13.046,13.046,13.046
186,1186,6.1854,6280.74,0.2125,d640_b8_s128_L3,109.9243,107.2792,-2.406,2.406,13.046
186,1186,6.1854,6280.74,0.2125,d640_b8_s128_L3_sgd,109.9243,115.3945,4.976,4.976,13.046
187,1187,5.5845,3556.17,1.9875,d256_b16_s256_L3,109.8438,116.5174,6.076,6.076,6.9
187,1187,5.5845,3556.17,1.9875,d256_b8_s256_L3,87.3757,92.9118,6.336,6.336,6.9
187,1187,5.5845,3556.17,1.9875,d256_b8_s512_L3,91.8049,98.1399,6.9,6.9,6.9
187,1187,5.5845,3556.17,1.9875,d384_b16_s128_L3_h8,101.1666,106.0362,4.813,4.813,6.9
187,1187,5.5845,3556.17,1.9875,d512_b16_s128_L6,152.6861,148.1209,-2.99,2.99,6.9
187,1187,5.5845,3556.17,1.9875,d640_b8_s128_L3,109.9243,109.0517,-0.794,0.794,6.9
187,1187,5.5845,3556.17,1.9875,d768_b8_s128_L6,174.1878,173.3795,-0.464,0.464,6.9
188,1188,5.5026,3961.24,1.8375,d256_b8_s256_L3,87.3757,92.4981,5.862,5.862,7.224
188,1188,5.5026,3961.24,1.8375,d256_b8_s512_L3,91.8049,98.4368,7.224,7.224,7.224
188,1188,5.5026,3961.24,1.8375,d384_b16_s128_L3,101.1666,103.5416,2.348,2.348,7.224
188,1188,5.5026,3961.24,1.8375,d384_b16_s128_L3_ff3072,124.2386,124.4991,0.21,0.21,7.224
188,1188,5.5026,3961.24,1.8375,d384_b16_s128_L3_h8,101.1666,106.0258,4.803,4.803,7.224
188,1188,5.5026,3961.24,1.8375,d384_b16_s256_L3,143.0224,145.3176,1.605,1.605,7.224
188,1188,5.5026,3961.24,1.8375,d512_b8_s128_L3_h2,82.705,81.457,-1.509,1.509,7.224
189,1189,5.1716,5749.99,1.1375,d256_b8_s512_L3,91.8049,100.2103,9.156,9.156,10.023
189,1189,5.1716,5749.99,1.1375,d384_b16_s128_L3_ff3072,124.2386,129.3835,4.141,4.141,10.023
189,1189,5.1716,5749.99,1.1375,d384_b16_s256_L3,143.0224,147.3464,3.023,3.023,10.023
189,1189,5.1716,5749.99,1.1375,d512_b16_s128_L6,152.6861,148.7186,-2.598,2.598,10.023
189,1189,5.1716,5749.99,1.1375,d512_b16_s64_L6_sgd,145.9215,160.5474,10.023,10.023,10.023
189,1189,5.1716,5749.99,1.1375,d640_b8_s128_L3_sgd,109.9243,119.1272,8.372,8.372,10.023
189,1189,5.1716,5749.99,1.1375,d768_b8_s128_L6,174.1878,175.7783,0.913,0.913,10.023
190,1190,5.1638,5042.45,1.4875,d256_b8_s256_L3,87.3757,92.1039,5.411,5.411,9.775
190,1190,5.1638,5042.45,1.4875,d256_b8_s512_L3,91.8049,100.3248,9.28,9.28,9.775
190,1190,5.1638,5042.45,1.4875,d384_b16_s128_L3_ff3072,124.2386,128.7191,3.606,3.606,9.775
190,1190,5.1638,5042.45,1.4875,d384_b16_s128_L3_h8,101.1666,107.0117,5.778,5.778,9.775
190,1190,5.1638,5042.45,1.4875,d512_b16_s64_L6_sgd,145.9215,160.1854,9.775,9.775,9.775
190,1190,5.1638,5042.45,1.4875,d512_b8_s128_L3_ff4096,89.5098,90.2164,0.789,0.789,9.775
190,1190,5.1638,5042.45,1.4875,d640_b8_s128_L3_sgd,109.9243,118.5723,7.867,7.867,9.775
191,1191,6.3049,6599.0,0.0,d256_b16_s128_L3,88.5837,88.1138,-0.53,0.53,13.949
191,1191,6.3049,6599.0,0.0,d256_b8_s512_L3,91.8049,96.953,5.608,5.608,13.949
191,1191,6.3049,6599.0,0.0,d384_b16_s128_L3,101.1666,101.1641,-0.002,0.002,13.949
191,1191,6.3049,6599.0,0.0,d384_b8_s128_L6,113.3066,118.1928,4.312,4.312,13.949
191,1191,6.3049,6599.0,0.0,d512_b16_s256_L3,166.2152,143.03,-13.949,13.949,13.949
191,1191,6.3049,6599.0,0.0,d768_b8_s128_L6,174.1878,169.519,-2.68,2.68,13.949
191,1191,6.3049,6599.0,0.0,d768_b8_s64_L3,120.192,111.8014,-6.981,6.981,13.949
192,1192,4.5569,3185.64,2.95,d256_b16_s256_L3,109.8438,115.6978,5.329,5.329,14.146
192,1192,4.5569,3185.64,2.95,d512_b16_s64_L6_sgd,145.9215,155.9075,6.843,6.843,14.146
192,1192,4.5569,3185.64,2.95,d512_b8_s128_L3,82.705,81.4577,-1.508,1.508,14.146
192,1192,4.5569,3185.64,2.95,d512_b8_s128_L3_h2,82.705,79.7138,-3.617,3.617,14.146
192,1192,4.5569,3185.64,2.95,d640_b8_s64_L3,88.0804,75.6206,-14.146,14.146,14.146
192,1192,4.5569,3185.64,2.95,d768_b8_s128_L6,174.1878,174.077,-0.064,0.064,14.146
192,1192,4.5569,3185.64,2.95,d768_b8_s64_L3,120.192,113.6012,-5.484,5.484,14.146
193,1193,5.455,5632.71,1.0125,d256_b16_s256_L3,109.8438,114.3575,4.109,4.109,8.829
193,1193,5.455,5632.71,1.0125,d256_b8_s512_L3,91.8049,99.3384,8.206,8.206,8.829
193,1193,5.455,5632.71,1.0125,d384_b16_s128_L3_ff3072,124.2386,127.4635,2.596,2.596,8.829
193,1193,5.455,5632.71,1.0125,d384_b16_s256_L3,143.0224,146.2128,2.231,2.231,8.829
193,1193,5.455,5632.71,1.0125,d384_b8_s128_L6,113.3066,117.4644,3.67,3.67,8.829
193,1193,5.455,5632.71,1.0125,d512_b16_s64_L6_sgd,145.9215,158.805,8.829,8.829,8.829
193,1193,5.455,5632.71,1.0125,d768_b8_s64_L3,120.192,113.5629,-5.515,5.515,8.829
194,1194,4.11,1773.17,4.0,d256_b16_s128_L3,88.5837,86.5191,-2.331,2.331,20.234
194,1194,4.11,1773.17,4.0,d256_b8_s256_L3,87.3757,91.1655,4.337,4.337,20.234
194,1194,4.11,1773.17,4.0,d384_b8_s128_L6,113.3066,103.5377,-8.622,8.622,20.234
194,1194,4.11,1773.17,4.0,d512_b8_s128_L3_ff4096,89.5098,86.1016,-3.808,3.808,20.234
194,1194,4.11,1773.17,4.0,d640_b8_s128_L3_sgd,109.9243,113.5186,3.27,3.27,20.234
194,1194,4.11,1773.17,4.0,d640_b8_s64_L3,88.0804,70.258,-20.234,20.234,20.234
194,1194,4.11,1773.17,4.0,d768_b8_s128_L6,174.1878,174.6436,0.262,0.262,20.234
195,1195,5.286,6174.41,0.875,d384_b16_s128_L3,101.1666,102.5197,1.337,1.337,9.245
195,1195,5.286,6174.41,0.875,d384_b16_s128_L3_ff3072,124.2386,128.5507,3.471,3.471,9.245
195,1195,5.286,6174.41,0.875,d512_b16_s64_L6_sgd,145.9215,159.4113,9.245,9.245,9.245
195,1195,5.286,6174.41,0.875,d512_b8_s128_L3,82.705,83.2202,0.623,0.623,9.245
195,1195,5.286,6174.41,0.875,d512_b8_s128_L3_h2,82.705,81.0997,-1.941,1.941,9.245
195,1195,5.286,6174.41,0.875,d640_b8_s128_L3_sgd,109.9243,118.4038,7.714,7.714,9.245
195,1195,5.286,6174.41,0.875,d768_b8_s64_L3,120.192,111.3831,-7.329,7.329,9.245
196,1196,4.6192,2636.39,3.1875,d256_b16_s128_L3,88.5837,87.891,-0.782,0.782,13.853
196,1196,4.6192,2636.39,3.1875,d256_b16_s256_L3,109.8438,116.3945,5.964,5.964,13.853
196,1196,4.6192,2636.39,3.1875,d384_b16_s128_L3_ff3072,124.2386,124.3868,0.119,0.119,13.853
196,1196,4.6192,2636.39,3.1875,d512_b16_s64_L6,145.9215,147.0066,0.744,0.744,13.853
196,1196,4.6192,2636.39,3.1875,d512_b8_s128_L3_h2,82.705,79.7232,-3.605,3.605,13.853
196,1196,4.6192,2636.39,3.1875,d640_b8_s128_L3,109.9243,108.0468,-1.708,1.708,13.853
196,1196,4.6192,2636.39,3.1875,d640_b8_s64_L3,88.0804,75.879,-13.853,13.853,13.853
197,1197,5.7505,4338.1,1.55,d256_b8_s512_L3,91.8049,96.4848,5.098,5.098,12.316
197,1197,5.7505,4338.1,1.55,d384_b16_s128_L3,101.1666,101.4066,0.237,0.237,12.316
197,1197,5.7505,4338.1,1.55,d384_b8_s128_L6,113.3066,114.3104,0.886,0.886,12.316
197,1197,5.7505,4338.1,1.55,d512_b16_s128_L6,152.6861,144.8846,-5.11,5.11,12.316
197,1197,5.7505,4338.1,1.55,d512_b16_s256_L3,166.2152,145.7445,-12.316,12.316,12.316
197,1197,5.7505,4338.1,1.55,d512_b8_s128_L3_ff4096,89.5098,85.7959,-4.149,4.149,12.316
197,1197,5.7505,4338.1,1.55,d640_b8_s64_L3,88.0804,83.121,-5.63,5.63,12.316
198,1198,6.4127,5340.04,0.5875,d384_b16_s256_L3,143.0224,141.629,-0.974,0.974,13.486
198,1198,6.4127,5340.04,0.5875,d512_b16_s128_L6,152.6861,143.5419,-5.989,5.989,13.486
198,1198,6.4127,5340.04,0.5875,d512_b16_s256_L3,166.2152,143.7991,-13.486,13.486,13.486
198,1198,6.4127,5340.04,0.5875,d512_b16_s64_L6,145.9215,145.6113,-0.213,0.213,13.486
198,1198,6.4127,5340.04,0.5875,d512_b16_s64_L6_sgd,145.9215,152.6052,4.58,4.58,13.486
198,1198,6.4127,5340.04,0.5875,d512_b8_s128_L3_ff4096,89.5098,85.5248,-4.452,4.452,13.486
198,1198,6.4127,5340.04,0.5875,d768_b8_s128_L6,174.1878,168.4516,-3.293,3.293,13.486
199,1199,5.2905,4358.0,1.85,d384_b16_s128_L3,101.1666,101.6192,0.447,0.447,11.853
199,1199,5.2905,4358.0,1.85,d384_b16_s128_L3_ff3072,124.2386,124.1564,-0.066,0.066,11.853
199,1199,5.2905,4358.0,1.85,d384_b16_s256_L3,143.0224,143.4245,0.281,0.281,11.853
199,1199,5.2905,4358.0,1.85,d512_b16_s256_L3,166.2152,146.5145,-11.853,11.853,11.853
199,1199,5.2905,4358.0,1.85,d512_b8_s128_L3,82.705,81.6812,-1.238,1.238,11.853
199,1199,5.2905,4358.0,1.85,d640_b8_s128_L3_sgd,109.9243,114.3888,4.061,4.061,11.853
199,1199,5.2905,4358.0,1.85,d640_b8_s64_L3,88.0804,80.8759,-8.179,8.179,11.853
